title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries,genre1,genre2,genre3,,,
Kindergarten Cop,movie,"Action, Comedy, Crime",1990,tt0099938,6.3,170089,,Action, Comedy, Crime,,,
Mission: Impossible,movie,"Action, Adventure, Thriller",1996,tt0117060,7.2,499935,,Action, Adventure, Thriller,,,
Mission: Impossible II,movie,"Action, Adventure, Thriller",2000,tt0120755,6.1,399993,,Action, Adventure, Thriller,,,
Mission: Impossible III,movie,"Action, Adventure, Thriller",2006,tt0317919,6.9,411883,,Action, Adventure, Thriller,,,
Seven Years in Tibet,movie,"Adventure, Biography, Drama",1997,tt0120102,7.1,162341,,Adventure, Biography, Drama,,,
Irreversible,movie,"Crime, Drama, Mystery",2002,tt0290673,7.3,156318,,Crime, Drama, Mystery,,,
Adam's Apples,movie,"Comedy, Crime, Drama",2005,tt0418455,7.7,57084,,Comedy, Crime, Drama,,,
Whale Rider,movie,"Drama, Family",2002,tt0298228,7.5,44898,,Drama, Family,,,,
Point Break,movie,"Action, Crime, Thriller",1991,tt0102685,7.3,215025,,Action, Crime, Thriller,,,
The Thirteenth Floor,movie,"Mystery, Sci-Fi, Thriller",1999,tt0139809,7,80317,,Mystery, Sci-Fi, Thriller,,,
The Prestige,movie,"Drama, Mystery, Sci-Fi",2006,tt0482571,8.5,1522017,,Drama, Mystery, Sci-Fi,,,
Dreamgirls,movie,"Drama, Musical",2006,tt0443489,6.6,79230,,Drama, Musical,,,,
Babel,movie,Drama,2006,tt0449467,7.5,324312,,Drama,,,,,
The Queen,movie,"Biography, Drama",2006,tt0436697,7.3,117995,,Biography, Drama,,,,
The Talented Mr. Ripley,movie,"Crime, Drama, Thriller",1999,tt0134119,7.4,262263,,Crime, Drama, Thriller,,,
The Remains of the Day,movie,"Drama, Romance",1993,tt0107943,7.8,89152,,Drama, Romance,,,,
Ghost Rider,movie,"Action, Fantasy, Thriller",2007,tt0259324,5.3,262040,,Action, Fantasy, Thriller,,,
Letters from Iwo Jima,movie,"Action, Adventure, Drama",2006,tt0498380,7.8,174183,,Action, Adventure, Drama,,,
"Don't Worry, I'm Fine",movie,Drama,2006,tt0485241,7.3,11571,,Drama,,,,,
The Host,movie,"Drama, Horror, Sci-Fi",2006,tt0468492,7.1,139026,,Drama, Horror, Sci-Fi,,,
Bridge to Terabithia,movie,"Drama, Family, Fantasy",2007,tt0398808,7.2,183243,,Drama, Family, Fantasy,,,
Mr. Bean's Holiday,movie,"Comedy, Family",2007,tt0453451,6.4,138642,,Comedy, Family,,,,
300,movie,"Action, Drama",2006,tt0416449,7.6,893365,,Action, Drama,,,,
TMNT,movie,"Action, Adventure, Animation",2007,tt0453556,6.2,70991,,Action, Adventure, Animation,,,
3-Iron,movie,"Crime, Drama, Romance",2004,tt0423866,7.9,60072,,Crime, Drama, Romance,,,
Bean,movie,"Adventure, Comedy, Family",1997,tt0118689,6.5,114056,,Adventure, Comedy, Family,,,
"Torrente, the Dumb Arm of the Law",movie,"Comedy, Crime",1998,tt0120868,6.8,14250,,Comedy, Crime,,,,
Torrente 2: Mission in Marbella,movie,"Action, Comedy, Crime",2001,tt0257231,6.4,8326,,Action, Comedy, Crime,,,
Torrente 3: El protector,movie,"Comedy, Crime",2005,tt0444505,5.6,6574,,Comedy, Crime,,,,
Four Minutes,movie,"Drama, Music",2006,tt0461694,7.3,7609,,Drama, Music,,,,
American Psycho,movie,"Crime, Drama, Horror",2000,tt0144084,7.6,785523,,Crime, Drama, Horror,,,
Frida,movie,"Biography, Drama, Romance",2002,tt0120679,7.3,99106,,Biography, Drama, Romance,,,
Sex and Lucía,movie,"Drama, Romance",2001,tt0254455,7,39853,,Drama, Romance,,,,
Monster's Ball,movie,"Drama, Romance",2001,tt0285742,7,96645,,Drama, Romance,,,,
First Blood,movie,"Action, Adventure, Thriller",1982,tt0083944,7.7,290647,,Action, Adventure, Thriller,,,
Rambo: First Blood Part II,movie,"Action, Adventure, Thriller",1985,tt0089880,6.5,190347,,Action, Adventure, Thriller,,,
Rambo III,movie,"Action, Adventure, Thriller",1988,tt0095956,5.8,145614,,Action, Adventure, Thriller,,,
Blood Diamond,movie,"Adventure, Drama, Thriller",2006,tt0450259,8,609303,,Adventure, Drama, Thriller,,,
Lights in the Dusk,movie,"Crime, Drama",2006,tt0458242,6.8,8525,,Crime, Drama,,,,
Y tu mamá también,movie,Drama,2001,tt0245574,7.7,135253,,Drama,,,,,
The Pursuit of Happyness,movie,"Biography, Drama",2006,tt0454921,8,594425,,Biography, Drama,,,,
Cutthroat Island,movie,"Action, Adventure, Comedy",1995,tt0112760,5.7,32076,,Action, Adventure, Comedy,,,
"Sex, Lies, and Videotape",movie,Drama,1989,tt0098724,7.2,62399,,Drama,,,,,
Pan's Labyrinth,movie,"Drama, Fantasy, War",2006,tt0457430,8.2,727095,,Drama, Fantasy, War,,,
Take My Eyes,movie,"Drama, Romance",2003,tt0350193,7.4,7742,,Drama, Romance,,,,
The Departed,movie,"Crime, Drama, Thriller",2006,tt0407887,8.5,1494332,,Crime, Drama, Thriller,,,
Perfume: The Story of a Murderer,movie,"Crime, Drama, Fantasy",2006,tt0396171,7.5,273620,,Crime, Drama, Fantasy,,,
Once Upon a Time in Mexico,movie,"Action, Crime, Thriller",2003,tt0285823,6.3,173936,,Action, Crime, Thriller,,,
Little Children,movie,"Drama, Romance",2006,tt0404203,7.5,119854,,Drama, Romance,,,,
The Virgin Suicides,movie,"Drama, Romance",1999,tt0159097,7.2,179913,,Drama, Romance,,,,
Hellboy,movie,"Action, Adventure, Fantasy",2004,tt0167190,6.9,362232,,Action, Adventure, Fantasy,,,
Miss Congeniality,movie,"Action, Comedy, Crime",2000,tt0212346,6.3,240922,,Action, Comedy, Crime,,,
Curse of the Golden Flower,movie,"Action, Drama, Romance",2006,tt0473444,7,46828,,Action, Drama, Romance,,,
Spy Game,movie,"Action, Crime, Thriller",2001,tt0266987,7.1,172827,,Action, Crime, Thriller,,,
Changing Lanes,movie,"Drama, Thriller",2002,tt0264472,6.5,76683,,Drama, Thriller,,,,
Collateral,movie,"Action, Crime, Drama",2004,tt0369339,7.5,451777,,Action, Crime, Drama,,,
The Lost Boys,movie,"Comedy, Horror",1987,tt0093437,7.2,170462,,Comedy, Horror,,,,
Down by Law,movie,"Comedy, Crime, Drama",1986,tt0090967,7.6,57269,,Comedy, Crime, Drama,,,
The Spanish Apartment,movie,"Comedy, Drama, Romance",2002,tt0283900,7.3,43520,,Comedy, Drama, Romance,,,
28 Weeks Later,movie,"Horror, Sci-Fi",2007,tt0463854,6.9,322093,,Horror, Sci-Fi,,,,
Chicago,movie,"Comedy, Crime, Musical",2002,tt0299658,7.2,250873,,Comedy, Crime, Musical,,,
Resident Evil,movie,"Action, Horror, Sci-Fi",2002,tt0120804,6.6,300491,,Action, Horror, Sci-Fi,,,
Resident Evil: Apocalypse,movie,"Action, Horror, Sci-Fi",2004,tt0318627,6.1,216510,,Action, Horror, Sci-Fi,,,
The Holiday,movie,"Comedy, Romance",2006,tt0457939,7,349810,,Comedy, Romance,,,,
Lammbock,movie,"Comedy, Crime",2001,tt0258760,7.2,12185,,Comedy, Crime,,,,
School of Rock,movie,"Comedy, Music",2003,tt0332379,7.2,346472,,Comedy, Music,,,,
Secret Window,movie,"Drama, Mystery, Thriller",2004,tt0363988,6.5,216571,,Drama, Mystery, Thriller,,,
What's Eating Gilbert Grape,movie,Drama,1993,tt0108550,7.7,262677,,Drama,,,,,
Bring It On,movie,"Comedy, Romance, Sport",2000,tt0204946,6.2,110570,,Comedy, Romance, Sport,,,
Primal Fear,movie,"Crime, Drama, Mystery",1996,tt0117381,7.7,263647,,Crime, Drama, Mystery,,,
Hitman,movie,"Action, Crime, Thriller",2007,tt0465494,6.2,183518,,Action, Crime, Thriller,,,
Liar Liar,movie,"Comedy, Fantasy",1997,tt0119528,6.9,351431,,Comedy, Fantasy,,,,
The People vs. Larry Flynt,movie,"Biography, Drama",1996,tt0117318,7.3,103671,,Biography, Drama,,,,
Fried Green Tomatoes,movie,Drama,1991,tt0101921,7.7,87990,,Drama,,,,,
Free Willy,movie,"Adventure, Drama, Family",1993,tt0106965,6.1,86429,,Adventure, Drama, Family,,,
The Island,movie,"Action, Sci-Fi, Thriller",2005,tt0399201,6.8,334910,,Action, Sci-Fi, Thriller,,,
Forces of Nature,movie,"Comedy, Romance",1999,tt0141098,5.5,36800,,Comedy, Romance,,,,
The Net,movie,"Action, Crime, Drama",1995,tt0113957,6,77573,,Action, Crime, Drama,,,
Freedom Writers,movie,"Biography, Crime, Drama",2007,tt0463998,7.6,89974,,Biography, Crime, Drama,,,
The Motorcycle Diaries,movie,"Adventure, Biography, Drama",2004,tt0318462,7.7,107197,,Adventure, Biography, Drama,,,
The Legend of Zorro,movie,"Action, Adventure, Romance",2005,tt0386140,6,111711,,Action, Adventure, Romance,,,
Hostel,movie,Horror,2005,tt0450278,5.9,198967,,Horror,,,,,
Hostel: Part II,movie,Horror,2007,tt0498353,5.5,99598,,Horror,,,,,
Anatomy,movie,"Horror, Thriller",2000,tt0187696,6,14422,,Horror, Thriller,,,,
Copycat,movie,"Drama, Mystery, Thriller",1995,tt0112722,6.6,73660,,Drama, Mystery, Thriller,,,
The Cider House Rules,movie,"Drama, Romance",1999,tt0124315,7.4,107581,,Drama, Romance,,,,
The Incredible Hulk,movie,"Action, Adventure, Sci-Fi",2008,tt0800080,6.6,546584,,Action, Adventure, Sci-Fi,,,
Iron Man,movie,"Action, Adventure, Sci-Fi",2008,tt0371746,7.9,1178741,,Action, Adventure, Sci-Fi,,,
The Forbidden Kingdom,movie,"Action, Adventure, Fantasy",2008,tt0865556,6.5,111895,,Action, Adventure, Fantasy,,,
The Mummy Returns,movie,"Action, Adventure, Fantasy",2001,tt0209163,6.4,358664,,Action, Adventure, Fantasy,,,
Next,movie,"Action, Sci-Fi, Thriller",2007,tt0435705,6.2,171218,,Action, Sci-Fi, Thriller,,,
Footloose,movie,"Drama, Music, Romance",1984,tt0087277,6.6,98473,,Drama, Music, Romance,,,
The Devil's Advocate,movie,"Drama, Fantasy, Mystery",1997,tt0118971,7.5,425643,,Drama, Fantasy, Mystery,,,
"You, Me and Dupree",movie,"Comedy, Romance",2006,tt0463034,5.6,85784,,Comedy, Romance,,,,
50 First Dates,movie,"Comedy, Drama, Romance",2004,tt0343660,6.8,400273,,Comedy, Drama, Romance,,,
Russian Dolls,movie,"Comedy, Drama, Romance",2005,tt0409184,6.9,21670,,Comedy, Drama, Romance,,,
Rent,movie,"Drama, Musical, Romance",2005,tt0294870,6.8,57222,,Drama, Musical, Romance,,,
We Shall Overcome,movie,"Drama, Family",2006,tt0425235,7.2,3029,,Drama, Family,,,,
Transformers,movie,"Action, Adventure, Sci-Fi",2007,tt0418279,7.1,699177,,Action, Adventure, Sci-Fi,,,
Fantomas Unleashed,movie,"Adventure, Comedy, Crime",1965,tt0059168,6.8,8832,,Adventure, Comedy, Crime,,,
Fantomas,movie,"Adventure, Comedy, Crime",1964,tt0058089,6.9,12958,,Adventure, Comedy, Crime,,,
Fantomas vs. Scotland Yard,movie,"Adventure, Comedy, Crime",1967,tt0060400,6.7,8400,,Adventure, Comedy, Crime,,,
The Karate Kid,movie,"Action, Drama, Family",1984,tt0087538,7.3,261128,,Action, Drama, Family,,,
Marie Antoinette,movie,"Biography, Drama, History",2006,tt0422720,6.5,127774,,Biography, Drama, History,,,
Traffic,movie,"Crime, Drama, Thriller",2000,tt0181865,7.5,225653,,Crime, Drama, Thriller,,,
Open Your Eyes,movie,"Drama, Mystery, Sci-Fi",1997,tt0125659,7.7,75456,,Drama, Mystery, Sci-Fi,,,
Vanilla Sky,movie,"Fantasy, Mystery, Romance",2001,tt0259711,6.9,296742,,Fantasy, Mystery, Romance,,,
Memoirs of a Geisha,movie,"Drama, Romance",2005,tt0397535,7.3,167639,,Drama, Romance,,,,
Don Juan DeMarco,movie,"Comedy, Drama, Romance",1994,tt0112883,6.7,54462,,Comedy, Drama, Romance,,,
The Sea Inside,movie,"Biography, Drama",2004,tt0369702,8,87111,,Biography, Drama,,,,
"Manta, Manta",movie,Comedy,1991,tt0102397,5.7,6138,,Comedy,,,,,
Away from Her,movie,Drama,2006,tt0491747,7.5,23479,,Drama,,,,,
Sweet November,movie,"Drama, Romance",2001,tt0230838,6.7,97056,,Drama, Romance,,,,
9/11/2025,movie,Drama,2002,tt0328802,6.8,6046,,Drama,,,,,
Hulk,movie,"Action, Sci-Fi",2003,tt0286716,5.6,286602,,Action, Sci-Fi,,,,
The Amazing Spider-Man,movie,"Action, Sci-Fi",2012,tt0948470,6.9,736173,,Action, Sci-Fi,,,,
Stomp the Yard,movie,"Drama, Music, Romance",2007,tt0775539,5.4,26887,,Drama, Music, Romance,,,
The Others,movie,"Horror, Mystery, Thriller",2001,tt0230600,7.6,411720,,Horror, Mystery, Thriller,,,
Me and My Sister,movie,"Comedy, Drama",2004,tt0410639,6.4,1924,,Comedy, Drama,,,,
An Unfinished Life,movie,"Drama, Family, Romance",2005,tt0350261,7,35036,,Drama, Family, Romance,,,
Crank,movie,"Action, Crime, Thriller",2006,tt0479884,6.9,272077,,Action, Crime, Thriller,,,
Zodiac,movie,"Crime, Drama, Mystery",2007,tt0443706,7.7,638809,,Crime, Drama, Mystery,,,
The Butterfly Effect,movie,"Drama, Sci-Fi, Thriller",2004,tt0289879,7.6,542085,,Drama, Sci-Fi, Thriller,,,
Enough,movie,"Crime, Drama, Thriller",2002,tt0278435,5.8,49884,,Crime, Drama, Thriller,,,
A Perfect Murder,movie,"Crime, Drama, Thriller",1998,tt0120787,6.6,95704,,Crime, Drama, Thriller,,,
Alexander,movie,"Action, Biography, Drama",2004,tt0346491,5.6,180582,,Action, Biography, Drama,,,
Bra Boys,movie,"Documentary, Sport",2007,tt0951318,6.2,1414,,Documentary, Sport,,,,
The Constant Gardener,movie,"Drama, Mystery, Romance",2005,tt0387131,7.3,152986,,Drama, Mystery, Romance,,,
Paranoid Park,movie,"Crime, Drama, Mystery",2007,tt0842929,6.6,32470,,Crime, Drama, Mystery,,,
Death Proof,movie,"Drama, Thriller",2007,tt1028528,7,325396,,Drama, Thriller,,,,
Lara Croft: Tomb Raider,movie,"Action, Adventure, Fantasy",2001,tt0146316,5.8,225823,,Action, Adventure, Fantasy,,,
"4 Months, 3 Weeks and 2 Days",movie,Drama,2007,tt1032846,7.9,64809,,Drama,,,,,
Persepolis,movie,"Animation, Biography, Drama",2007,tt0808417,8,103247,,Animation, Biography, Drama,,,
Secret Sunshine,movie,Drama,2007,tt0817225,7.5,10256,,Drama,,,,,
The Wedding Planner,movie,"Comedy, Romance",2001,tt0209475,5.4,90412,,Comedy, Romance,,,,
Hard Target,movie,"Action, Crime, Thriller",1993,tt0107076,6.2,59382,,Action, Crime, Thriller,,,
Mr. Deeds,movie,"Comedy, Romance",2002,tt0280590,5.8,159006,,Comedy, Romance,,,,
The Patriot,movie,"Action, Drama, History",2000,tt0187393,7.2,304749,,Action, Drama, History,,,
A Few Days with Me,movie,"Comedy, Drama, Romance",1988,tt0095943,7,1285,,Comedy, Drama, Romance,,,
Hostage,movie,"Action, Crime, Drama",2005,tt0340163,6.5,115100,,Action, Crime, Drama,,,
The Lake House,movie,"Drama, Fantasy, Romance",2006,tt0410297,6.8,162045,,Drama, Fantasy, Romance,,,
The Whole Nine Yards,movie,"Comedy, Crime",2000,tt0190138,6.7,132951,,Comedy, Crime,,,,
Halloween,movie,Horror,2007,tt0373883,6,135340,,Horror,,,,,
Romeo Must Die,movie,"Action, Crime, Thriller",2000,tt0165929,6.1,75756,,Action, Crime, Thriller,,,
Requiem,movie,"Action, Crime, Horror",2001,tt0286917,5,590,,Action, Crime, Horror,,,
American Pie,movie,Comedy,1999,tt0163651,7,453420,,Comedy,,,,,
The Breakfast Club,movie,"Comedy, Drama",1985,tt0088847,7.8,459054,,Comedy, Drama,,,,
Rush Hour,movie,"Action, Comedy, Crime",1998,tt0120812,7,313365,,Action, Comedy, Crime,,,
Payback,movie,"Action, Crime, Drama",1999,tt0120784,7.1,150239,,Action, Crime, Drama,,,
Days of Thunder,movie,"Action, Drama, Sport",1990,tt0099371,6.1,100781,,Action, Drama, Sport,,,
The Perfect Storm,movie,"Action, Adventure, Drama",2000,tt0177971,6.5,184274,,Action, Adventure, Drama,,,
The Storm Riders,movie,"Action, Adventure, Fantasy",1998,tt0165499,6.3,4255,,Action, Adventure, Fantasy,,,
Kiss of the Dragon,movie,"Action, Crime, Thriller",2001,tt0271027,6.6,68349,,Action, Crime, Thriller,,,
Reindeer Games,movie,"Action, Crime, Thriller",2000,tt0184858,5.8,43672,,Action, Crime, Thriller,,,
The Glass House,movie,"Crime, Drama, Mystery",2001,tt0221218,5.8,41390,,Crime, Drama, Mystery,,,
Heartbreak Hotel,movie,"Comedy, Drama, Music",2006,tt0785002,5.4,1730,,Comedy, Drama, Music,,,
Unfaithful,movie,"Drama, Romance, Thriller",2002,tt0250797,6.7,103631,,Drama, Romance, Thriller,,,
Eastern Promises,movie,"Crime, Drama, Thriller",2007,tt0765443,7.6,271307,,Crime, Drama, Thriller,,,
The House of the Spirits,movie,"Drama, Romance",1993,tt0107151,6.9,25856,,Drama, Romance,,,,
Lola,movie,"Drama, Romance",1981,tt0082671,7.4,7153,,Drama, Romance,,,,
The Golden Compass,movie,"Adventure, Family, Fantasy",2007,tt0385752,6.1,200834,,Adventure, Family, Fantasy,,,
Stardust,movie,"Adventure, Fantasy, Romance",2007,tt0486655,7.6,292952,,Adventure, Fantasy, Romance,,,
The General's Daughter,movie,"Crime, Drama, Mystery",1999,tt0144214,6.4,66420,,Crime, Drama, Mystery,,,
Mr. Magorium's Wonder Emporium,movie,"Comedy, Family, Fantasy",2007,tt0457419,6.2,48627,,Comedy, Family, Fantasy,,,
Closer,movie,"Drama, Romance",2004,tt0376541,7.1,245189,,Drama, Romance,,,,
Cold Mountain,movie,"Adventure, Drama, Romance",2003,tt0159365,7.2,160988,,Adventure, Drama, Romance,,,
Clerks,movie,Comedy,1994,tt0109445,7.7,237274,,Comedy,,,,,
Jay and Silent Bob Strike Back,movie,Comedy,2001,tt0261392,6.8,164306,,Comedy,,,,,
Space Jam,movie,"Adventure, Animation, Comedy",1996,tt0117705,6.5,223364,,Adventure, Animation, Comedy,,,
The Wounded Man,movie,"Crime, Drama, Romance",1983,tt0084085,6.6,1412,,Crime, Drama, Romance,,,
Inkheart,movie,"Adventure, Family, Fantasy",2008,tt0494238,6.1,84153,,Adventure, Family, Fantasy,,,
Beowulf,movie,"Action, Adventure, Animation",2007,tt0442933,6.3,177604,,Action, Adventure, Animation,,,
In the Name of the King: A Dungeon Siege Tale,movie,"Action, Adventure, Fantasy",2007,tt0460780,3.8,52279,,Action, Adventure, Fantasy,,,
Executive Decision,movie,"Action, Adventure, Thriller",1996,tt0116253,6.5,63739,,Action, Adventure, Thriller,,,
Field of Dreams,movie,"Drama, Family, Fantasy",1989,tt0097351,7.5,134718,,Drama, Family, Fantasy,,,
Taxi,movie,"Action, Comedy, Crime",1998,tt0152930,7,93272,,Action, Comedy, Crime,,,
Taxi 2,movie,"Action, Comedy, Crime",2000,tt0183869,6.5,61325,,Action, Comedy, Crime,,,
Taxi 3,movie,"Action, Comedy, Crime",2003,tt0295721,5.8,47404,,Action, Comedy, Crime,,,
Taxi 4,movie,"Action, Comedy, Crime",2007,tt0804540,5.6,32059,,Action, Comedy, Crime,,,
The Boat on the Grass,movie,Drama,1971,tt0065454,5.8,357,,Drama,,,,,
Asterix at the Olympic Games,movie,"Adventure, Comedy, Family",2008,tt0463872,5.2,34000,,Adventure, Comedy, Family,,,
Joint Security Area,movie,"Action, Drama, Thriller",2000,tt0260991,7.7,36626,,Action, Drama, Thriller,,,
The Nativity Story,movie,"Adventure, Drama, Family",2006,tt0762121,6.8,12729,,Adventure, Drama, Family,,,
Tie Me Up! Tie Me Down!,movie,"Comedy, Crime, Drama",1989,tt0101026,7,33532,,Comedy, Crime, Drama,,,
The Bourne Identity,movie,"Action, Mystery, Thriller",2002,tt0258463,7.8,596586,,Action, Mystery, Thriller,,,
The Bourne Supremacy,movie,"Action, Thriller",2004,tt0372183,7.7,501427,,Action, Thriller,,,,
The Bourne Ultimatum,movie,"Action, Mystery, Thriller",2007,tt0440963,8,672744,,Action, Mystery, Thriller,,,
Nobody Knows,movie,Drama,2004,tt0408664,8,33709,,Drama,,,,,
Spanglish,movie,"Comedy, Drama, Romance",2004,tt0371246,6.4,90928,,Comedy, Drama, Romance,,,
The Aviator,movie,"Biography, Drama",2004,tt0338751,7.5,396266,,Biography, Drama,,,,
"Planes, Trains & Automobiles",movie,"Comedy, Drama",1987,tt0093748,7.6,170722,,Comedy, Drama,,,,
Uncle Buck,movie,Comedy,1989,tt0098554,7.1,115047,,Comedy,,,,,
The Great Outdoors,movie,Comedy,1988,tt0095253,6.6,54360,,Comedy,,,,,
The Specialist,movie,"Action, Drama, Thriller",1994,tt0111255,5.6,71877,,Action, Drama, Thriller,,,
Two Weeks Notice,movie,"Comedy, Romance",2002,tt0313737,6.2,131367,,Comedy, Romance,,,,
The Game,movie,"Drama, Mystery, Thriller",1997,tt0119174,7.7,454623,,Drama, Mystery, Thriller,,,
The Blair Witch Project,movie,"Horror, Mystery",1999,tt0185937,6.5,303454,,Horror, Mystery,,,,
Sleepy Hollow,movie,"Fantasy, Horror, Mystery",1999,tt0162661,7.3,400653,,Fantasy, Horror, Mystery,,,
The Ring,movie,"Horror, Mystery",1998,tt0178868,7.2,82260,,Horror, Mystery,,,,
Evan Almighty,movie,"Comedy, Family, Fantasy",2007,tt0413099,5.4,159568,,Comedy, Family, Fantasy,,,
The Other Side of the Bed,movie,"Comedy, Drama, Musical",2002,tt0301524,6.4,5969,,Comedy, Drama, Musical,,,
Indochine,movie,"Drama, Romance, War",1992,tt0104507,7,11408,,Drama, Romance, War,,,
15 Minutes,movie,"Action, Crime, Drama",2001,tt0179626,6.1,52837,,Action, Crime, Drama,,,
About Schmidt,movie,Drama,2002,tt0257360,7.2,136138,,Drama,,,,,
American Pie 2,movie,Comedy,2001,tt0252866,6.5,279880,,Comedy,,,,,
Rumor Has It...,movie,"Comedy, Drama, Romance",2005,tt0398375,5.5,63609,,Comedy, Drama, Romance,,,
My Boss's Daughter,movie,"Comedy, Romance",2003,tt0270980,4.7,31255,,Comedy, Romance,,,,
Identity,movie,"Mystery, Thriller",2003,tt0309698,7.3,281230,,Mystery, Thriller,,,,
A Very Long Engagement,movie,"Drama, Mystery, Romance",2004,tt0344510,7.6,77047,,Drama, Mystery, Romance,,,
As Good as It Gets,movie,"Comedy, Drama, Romance",1997,tt0119822,7.7,329565,,Comedy, Drama, Romance,,,
Asterix & Obelix: Mission Cleopatra,movie,"Adventure, Comedy, Family",2002,tt0250223,6.7,60828,,Adventure, Comedy, Family,,,
The Addams Family,movie,"Comedy, Fantasy",1991,tt0101272,7,191977,,Comedy, Fantasy,,,,
License to Wed,movie,"Comedy, Romance",2007,tt0762114,5.3,41376,,Comedy, Romance,,,,
Hairspray,movie,"Comedy, Drama, Musical",2007,tt0427327,6.7,142907,,Comedy, Drama, Musical,,,
One on Top of the Other,movie,"Drama, Horror, Mystery",1969,tt0065148,6.6,2887,,Drama, Horror, Mystery,,,
The Man Between,movie,"Crime, Drama, Film-Noir",1953,tt0046031,7,2752,,Crime, Drama, Film-Noir,,,
1408,movie,"Fantasy, Horror, Mystery",2007,tt0450385,6.8,305564,,Fantasy, Horror, Mystery,,,
Experiment in Evil,movie,"Drama, Horror, Sci-Fi",1959,tt0053348,6.5,1360,,Drama, Horror, Sci-Fi,,,
Frankenstein,movie,"Drama, Horror, Romance",1994,tt0109836,6.3,61167,,Drama, Horror, Romance,,,
Ace Ventura: Pet Detective,movie,Comedy,1994,tt0109040,6.9,341091,,Comedy,,,,,
Frankenstein 90,movie,"Comedy, Drama, Horror",1984,tt0087289,4.5,434,,Comedy, Drama, Horror,,,
Alvin and the Chipmunks Meet Frankenstein,movie,"Animation, Comedy, Family",1999,tt0207957,6,1859,,Animation, Comedy, Family,,,
Gangs of New York,movie,"Crime, Drama",2002,tt0217505,7.5,489989,,Crime, Drama,,,,
The Horror of Frankenstein,movie,"Comedy, Horror, Sci-Fi",1970,tt0065851,5.8,3128,,Comedy, Horror, Sci-Fi,,,
Battle Royale,movie,"Adventure, Drama, Thriller",2000,tt0266308,7.5,201581,,Adventure, Drama, Thriller,,,
The Sensuous Assassin,movie,"Mystery, Thriller",1970,tt0065515,5.6,575,,Mystery, Thriller,,,,
The Hero,movie,"Drama, Sport",1970,tt0068694,5.1,216,,Drama, Sport,,,,
The Things of Life,movie,"Drama, Romance",1970,tt0064165,7.4,5952,,Drama, Romance,,,,
Cesar & Rosalie,movie,"Drama, Romance",1972,tt0068441,7.3,4083,,Drama, Romance,,,,
Max and the Junkmen,movie,"Crime, Drama, Romance",1971,tt0067409,7.3,3314,,Crime, Drama, Romance,,,
